#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
7600,-115982.85381671868,22465.518781519204,-93517.33503519947,299.8532514845249,1.018537270733841
7700,-115957.54654481297,22498.701416360214,-93458.84512845275,300.2961489331289,1.018537270733841
7800,-115907.53699443897,22362.42151308409,-93545.11548135488,298.47718483500364,1.018537270733841
7900,-116187.1416243416,22431.02039811993,-93756.12122622167,299.3927923901308,1.018537270733841
8000,-115932.70271662099,22523.96228140674,-93408.74043521425,300.63331241433656,1.018537270733841
8100,-115826.44472953386,22478.371353849303,-93348.07337568456,300.02479818418493,1.018537270733841
8200,-115526.5641875671,22253.420698759845,-93273.14348880725,297.022321989082,1.018537270733841
8300,-115722.6682566352,22290.94553657202,-93431.72272006318,297.5231759750878,1.018537270733841
8400,-116228.23619102908,22762.114540635608,-93466.12165039347,303.8119939294461,1.018537270733841
8500,-115891.74382904766,22401.48075609142,-93490.26307295624,298.9985189350604,1.018537270733841
8600,-115635.96788284124,22275.104825365852,-93360.86305747539,297.31174579147216,1.018537270733841
8700,-115832.24225331133,22569.90405400074,-93262.33819931059,301.24650946646096,1.018537270733841
8800,-115807.48603956017,22421.890922658145,-93385.59511690203,299.2709388541325,1.018537270733841
8900,-115488.50617873331,22101.881904989714,-93386.6242737436,294.9996934230595,1.018537270733841
9000,-115827.77890052751,22361.79991393001,-93465.9789865975,298.46888818584614,1.018537270733841
9100,-115592.45442139579,22167.259632749017,-93425.19478864677,295.8723073356937,1.018537270733841
9200,-115987.02691959811,22601.21677988826,-93385.81013970985,301.66444874315994,1.018537270733841
9300,-116034.34838074807,22551.435307680164,-93482.9130730679,301.00000219952784,1.018537270733841
9400,-115681.66292867658,22254.220495013476,-93427.4424336631,297.03299708229974,1.018537270733841
9500,-115563.91288995079,22410.302298885304,-93153.61059106549,299.1162624118784,1.018537270733841
9600,-115943.46211233025,22771.263792853686,-93172.19831947656,303.9341114310681,1.018537270733841
9700,-115740.82588156441,22698.744581875857,-93042.08129968855,302.9661782434009,1.018537270733841
9800,-115732.63477402681,22534.202664529905,-93198.4321094969,300.76999353021864,1.018537270733841
9900,-115746.23484321532,22911.502153402194,-92834.73268981313,305.8059101107373,1.018537270733841
10000,-115631.69912568887,22639.099613413855,-92992.59951227502,302.1700809931235,1.018537270733841
